ano,local,autor,titulo,link
2019,Poznań,Miroslaw Nagas,"Surely You're joking, Mr. Serverless!",https://devopsdays.org/events/2019-poznan/program/miroslaw-nagas
2019,Porto Alegre,Andreza Rocha,Code Like a Girl,https://devopsdays.org/events/2019-porto-alegre/program/andreza-rocha
2019,Porto Alegre,Fernando Ike,A Depressão e o que ela afeta os profissionais de TI,https://devopsdays.org/events/2019-porto-alegre/program/fernando-ike
2019,Porto Alegre,Tatiane Paya,"Arrancada, o que este esporte pode nos ensinar sobre agilidade e performance?",https://devopsdays.org/events/2019-porto-alegre/program/tatiane-paya
2019,Porto Alegre,Bruna Martins Grellt,3 práticas simples para adoção da cultura de CS no seu time de Suporte técnico ter bons resultados em um curto prazo de tempo,https://devopsdays.org/events/2019-porto-alegre/program/bruna-grellt
2019,Porto Alegre,Mateus Prado,DevOps Engineers: por que é tão difícil contratar?,https://devopsdays.org/events/2019-porto-alegre/program/mateus-prado
2019,Porto Alegre,Daniel Lara,Como anda sua Saúde Mental e Física ?,https://devopsdays.org/events/2019-porto-alegre/program/daniel-lara
2019,Porto Alegre,Aurora Li Min de Freitas Wang,Sendo dev em meio ao DevOps: Mudança de cultura de baixo para cima,https://devopsdays.org/events/2019-porto-alegre/program/aurora-lin
2019,Porto Alegre,Wellington Figueira da Silva,DevOps em times distribuídos.,https://devopsdays.org/events/2019-porto-alegre/program/wellington-silva
2019,Porto Alegre,Amanda Matos,Métricas & DevOps - Por que você deve medir para conquistar?,https://devopsdays.org/events/2019-porto-alegre/program/amanda-matos
2019,Porto Alegre,Natalia Raythz,Quem são as mulheres negras que fazem a tecnologia no mundo?,https://devopsdays.org/events/2019-porto-alegre/program/nana-raythz
2019,Porto Alegre,Allan Moraes,Automatizando o Monitoramento de Infraestrutura,https://devopsdays.org/events/2019-porto-alegre/program/allan-moraes
2019,Porto Alegre,Deise Oliveira,Comunicação que Conecta e gera valor na era do Agile,https://devopsdays.org/events/2019-porto-alegre/program/deise-oliveira
2019,Porto Alegre,"Daniel Wildt, Guilherme Lacerda",Voltando para as raízes do Desenvolvimento Ágil,https://devopsdays.org/events/2019-porto-alegre/program/wildt-lacerda
2019,Porto Alegre,Valdomiro Bilharvas,Squads mais eficientes com DevOps,https://devopsdays.org/events/2019-porto-alegre/program/valdomiro-bilharvas
2019,Porto Alegre,Igor Bezerra de Oliveira,Da zona de conforto ao aprendizado contínuo e como as Three Ways podem te ajudar nesse processo,https://devopsdays.org/events/2019-porto-alegre/program/igor-bezerra
2019,Porto Alegre,Riad Vargas,Post-mortems: aprendendo através de falhas,https://devopsdays.org/events/2019-porto-alegre/program/riad-vargas
2019,Toronto,Emily Freeman,Drafting Success,https://devopsdays.org/events/2019-toronto/program/emily-freeman
2019,Toronto,Courtney Eckhardt,How to Have an Operational Incident (a crash course),https://devopsdays.org/events/2019-toronto/program/courtney-eckhardt
2019,Toronto,"Matthew Chum, Monti Ghai",Shortcuts and Scenic Routes - Deconstructing DevOps,https://devopsdays.org/events/2019-toronto/program/matthew-chum
2019,Toronto,Austen Novis,Just in Time Cloud Infrastructure - Redefining the Relationship Between Applications and Cloud Infrastructure,https://devopsdays.org/events/2019-toronto/program/austen-novis
2019,Toronto,Hany Fahim,My Favourite Errors,https://devopsdays.org/events/2019-toronto/program/hany-fahim
2019,Toronto,Dominica Degrandis,Making Connections Visible - How to Defrag your Value Stream,https://devopsdays.org/events/2019-toronto/program/dominica-degrandis
2019,Toronto,Wasim Hossain,"How TELUS is Adopting Open-Source Practices to Solve Problems of Scale, and how you can too",https://devopsdays.org/events/2019-toronto/program/wasim-hossain
2019,Toronto,"Bozhidar Lenchov, Jesse Malone","Double, Double, Toil and Trouble - SRE transformation through automation and collaboration",https://devopsdays.org/events/2019-toronto/program/bozhidar-lenchov
2019,Toronto,Quintessence Anx,Sensory Friendly Monitoring - Keeping the Noise Down,https://devopsdays.org/events/2019-toronto/program/quintessence-anx
2019,Toronto,Jacquelyne Grindrod,Journey to the Promised Land,https://devopsdays.org/events/2019-toronto/program/jacquelyne-grindrod
2019,Portugal,Mirco Hering,New barriers for DevOps adoption,https://devopsdays.org/events/2019-portugal/program/mirco-hering
2019,Portugal,Allegra Cooper,Applying Shift Left Test Strategy for Higher Quality,https://devopsdays.org/events/2019-portugal/program/allegra-cooper
2019,Portugal,Manuel Pais,Product Teams Need A Family Too - Fundamental Team Topologies for Flow,https://devopsdays.org/events/2019-portugal/program/manuel-pais
2019,Portugal,Diogo Oliveira,Moving Mountains: The Real-World Enterprise Journey to Continuous Delivery,https://devopsdays.org/events/2019-portugal/program/diogo-oliveira
2019,Portugal,Grace Chang,Scaling Silos: Distributed Knowledge,https://devopsdays.org/events/2019-portugal/program/grace-chang
2019,Portugal,Hugo Amorim,The delivery pipeline @ Banco BPI,https://devopsdays.org/events/2019-portugal/program/hugo-amorim
2019,Portugal,Pranjal Deo,Blameless Postmortem Culture,https://devopsdays.org/events/2019-portugal/program/pranjal-deo
2019,Portugal,Rhys Evans,A field guide to the Financial Times,https://devopsdays.org/events/2019-portugal/program/rhys-evans
2019,Portugal,"João Vale, André Ferreira",Going 100% Kubernetes in a Production component,https://devopsdays.org/events/2019-portugal/program/k8s100
2019,Portugal,Pedro Torres,Unicorn on-call,https://devopsdays.org/events/2019-portugal/program/pedro-torres
2019,Portugal,Ken Mugrage,Modern Continuous Delivery - A story of 3 real projects,https://devopsdays.org/events/2019-portugal/program/ken-mugrage
2019,Portugal,Pierre Vincent,Changing tyres on a moving car: our journey to zero-downtime deployments,https://devopsdays.org/events/2019-portugal/program/pierre-vincent
2019,Tampa Bay,Andrew Clay Shafer,Keynote -- What is DevOps and why should you care?,https://devopsdays.org/events/2019-tampa/program/andrew-c-shafer
2019,Tampa Bay,Michael Fraser,Modern Solution Delivery: IT as Code,https://devopsdays.org/events/2019-tampa/program/michael-fraser
2019,Tampa Bay,Gerie Owen,Test Automation and Beyond: Implementing Continuous Testing Effectively,https://devopsdays.org/events/2019-tampa/program/gerie-owen
2019,Tampa Bay,Shimron Trammell,Using Monitoring to Speed Up Your DevOps Journey,https://devopsdays.org/events/2019-tampa/program/shimron-trammell
2019,Tampa Bay,Mofizur Rahman,Managing Kubernetes Deployment with Istio,https://devopsdays.org/events/2019-tampa/program/mofizur-rahman
2019,Tampa Bay,Dave Meurer,DevSecOps: Understanding Open Source Software risk in your applications,https://devopsdays.org/events/2019-tampa/program/dave-meurer
2019,Tampa Bay,Sarrah Vesselov,Keynote -- The design of DevOps,https://devopsdays.org/events/2019-tampa/program/sarrah-vesselov
2019,Tampa Bay,Heather L. Cole J.D.,Win the Agile Sprint by Giving an Amazing Software Demo and Gain Funding for Your Projects,https://devopsdays.org/events/2019-tampa/program/heather-l-cole
2019,Tampa Bay,Frankie Ji,Shiba - Serverless Slack ChatOps,https://devopsdays.org/events/2019-tampa/program/frankie-ji
2019,Aracaju,Mateus Prado,DevOps: Prontos para decolagem?,https://devopsdays.org/events/2019-aracaju/program/mateus-prado
2019,Aracaju,Valdomiro Bilharvas,Squads mais eficientes com DevOps,https://devopsdays.org/events/2019-aracaju/program/valdomiro-bilharvas
2019,Aracaju,Marcus Vinicius,"a.k.a Vinny - Automatizando tudo, como fazer isso em um ambiente intrincado e heterogêneo?",https://devopsdays.org/events/2019-aracaju/program/marcus-vinicius-aka-vinny
2019,Aracaju,Camilla Martins,Feature Toggle: facilitando a entrega e integração contínua,https://devopsdays.org/events/2019-aracaju/program/camilla-martins
2019,Aracaju,Diego Oliveira,Caso de uso com Netscaler CPX e K8s,https://devopsdays.org/events/2019-aracaju/program/diego-oliveira
2019,Aracaju,Lanay Cardoso,A importância da automação para arquitetura de micro serviços em ambiente cross-platform,https://devopsdays.org/events/2019-aracaju/program/lanay-cardoso
2019,Aracaju,Euler Neto,Adding Secure Development to your system integrations,https://devopsdays.org/events/2019-aracaju/program/euler-neto
2019,Aracaju,Priscilla Parodi,Introdução ao Elastic Stack,https://devopsdays.org/events/2019-aracaju/program/priscilla-parodi
2019,Aracaju,Mayara Gouveia,Exploitando Docker - Explorando a falha na vulnerabilidade do RunC,https://devopsdays.org/events/2019-aracaju/program/mayara-gouveia
2019,Aracaju,Jeremias Araujo,O papel do QA em um Ambiente DevOps. Vamos falar um pouco sobre isso????,https://devopsdays.org/events/2019-aracaju/program/jeremias-araujo
2019,Aracaju,Eduardo Neves,"Observabilidade, como Elastic Stack pode te ajudar nessa nova visão",https://devopsdays.org/events/2019-aracaju/program/eduardo-neves
2019,Aracaju,Rafael Gomes,"a.k.a Gomex - Dockerizando aplicações em uma Fintech: O bom, o mau e o feio/as surpresas!",https://devopsdays.org/events/2019-aracaju/program/rafael-gomes-aka-gomex
2019,Amsterdam,Sheela Nistala,Welcome to devopsdays Amsterdam #7,https://devopsdays.org/events/2019-amsterdam/program/sheela-nistala
2019,Amsterdam,Charity Majors,Observability for emerging infra: what got you here won't get you there,https://devopsdays.org/events/2019-amsterdam/program/charity-majors
2019,Amsterdam,Bernd Erk,How Convenience Is Killing Open Standards,https://devopsdays.org/events/2019-amsterdam/program/bernd-erk
2019,Amsterdam,Joep Piscaer,"Come listen to me, I’m a fraud!",https://devopsdays.org/events/2019-amsterdam/program/joep-piscaer
2019,Amsterdam,Aras Bilgen,Using Design Methods to Establish Healthy DevOps Practices,https://devopsdays.org/events/2019-amsterdam/program/aras-bilgen
2019,Amsterdam,Yan Cui,Serverless is more FinDev than DevOps,https://devopsdays.org/events/2019-amsterdam/program/yan-cui
2019,Amsterdam,- Open Space Session,Day 1 - #1,https://devopsdays.org/events/2019-amsterdam/program/open-space-one-day-one
2019,Amsterdam,Debra de Jong,Dear Auditor,https://devopsdays.org/events/2019-amsterdam/program/debra-dejong
2019,Amsterdam,- Open Space Session,Day 1 - #2,https://devopsdays.org/events/2019-amsterdam/program/open-space-two-day-one
2019,Amsterdam,Seth Vargo,Base64 is not encryption - a better story for Kubernetes Secrets,https://devopsdays.org/events/2019-amsterdam/program/seth-vargo-sec
2019,Amsterdam,- Open Space Session,Day 1 - #3,https://devopsdays.org/events/2019-amsterdam/program/open-space-three-day-one
2019,Amsterdam,Chris Van Tuin,Continuous Security with Kubernetes,https://devopsdays.org/events/2019-amsterdam/program/chris-vantuin
2019,Amsterdam,Eric Han,Communities: A success factor?,https://devopsdays.org/events/2019-amsterdam/program/eric-han
2019,Amsterdam,Thiago de Faria,Torching architecture ivory towers,https://devopsdays.org/events/2019-amsterdam/program/thiago-defaria
2019,Amsterdam,Tarah Cleveland,"Upskilling and Uplifting Women in Tech with Empowerment, Encouragement, and Support",https://devopsdays.org/events/2019-amsterdam/program/tarah-cleveland
2019,Amsterdam,Matty Stratton,"Fight, Flight, or Freeze — Releasing Organizational Trauma",https://devopsdays.org/events/2019-amsterdam/program/matty-stratton
2019,Amsterdam,Seth Vargo,DevOps vs SRE: Competing standards or friends?,https://devopsdays.org/events/2019-amsterdam/program/seth-vargo
2019,Amsterdam,- Open Space Session,Day 2 - #1,https://devopsdays.org/events/2019-amsterdam/program/open-space-one-day-two
2019,Amsterdam,Adam Sandor,Building Kubernetes Operators with Java,https://devopsdays.org/events/2019-amsterdam/program/adam-sandor
2019,Amsterdam,- Open Space Session,Day 2 - #2,https://devopsdays.org/events/2019-amsterdam/program/open-space-two-day-two
2019,Amsterdam,Ricardo Castro,KDD: Kubernetes Driven Development,https://devopsdays.org/events/2019-amsterdam/program/ricardo-castro
2019,Amsterdam,- Open Space Session,Day 2 - #3,https://devopsdays.org/events/2019-amsterdam/program/open-space-three-day-two
2019,Amsterdam,Michael Russell,Stop Hitting Yourself,https://devopsdays.org/events/2019-amsterdam/program/michael-russell
2019,"Washington, D.C.",John Allspaw,Resilience Engineering: The What and How,https://devopsdays.org/events/2019-washington-dc/program/john-allspaw
2019,"Washington, D.C.",Emmanuel Apau,Application Secret Management with AWS,https://devopsdays.org/events/2019-washington-dc/program/emmanuel-apau
2019,"Washington, D.C.",Laurie Barth,A Software Engineer's Guide to DevOps,https://devopsdays.org/events/2019-washington-dc/program/laurie-barth
2019,"Washington, D.C.",Latha Nagaraj,Catching the wave: Moving Applications to Containers at Enterprise Scale,https://devopsdays.org/events/2019-washington-dc/program/latha-nagaraj
2019,"Washington, D.C.",Martin Folkoff,The new Recreation.gov,https://devopsdays.org/events/2019-washington-dc/program/martin-folkoff
2019,"Washington, D.C.",Jameson Hampton,There Is No Spoon? Understanding 'Spoon Theory' and Preventing Burnout,https://devopsdays.org/events/2019-washington-dc/program/jameson-hampton
2019,"Washington, D.C.",Gaurav Pal,Accelerating the ATO Process with DevSecOps,https://devopsdays.org/events/2019-washington-dc/program/gaurav-pal
2019,"Washington, D.C.",Marianne Bellotti,Interdisciplinary Engineering,https://devopsdays.org/events/2019-washington-dc/program/marianne-bellotti
2019,Indianapolis,Brian Weber,Responsible Service Ownership,https://devopsdays.org/events/2019-indianapolis/program/brian-weber
2019,Indianapolis,Mykel Alvis,Developing For Deterministic Deliveries,https://devopsdays.org/events/2019-indianapolis/program/mykel-alvis
2019,Indianapolis,Peter Varhol,Enabling Digital Transformation Through DevOps,https://devopsdays.org/events/2019-indianapolis/program/peter-varhol
2019,Indianapolis,Paul Meharg,Security at DevOps Speed,https://devopsdays.org/events/2019-indianapolis/program/paul-meharg
2019,Indianapolis,Baruch Sadogursky,Data Driven Devops,https://devopsdays.org/events/2019-indianapolis/program/baruch-sadogursky
2019,Indianapolis,John Esser,"Double, Double, Toil and Trouble! Top SRE Practices for DevOps",https://devopsdays.org/events/2019-indianapolis/program/john-esser
2019,Indianapolis,Louda Peña,"3 Levels of Improving, Continuously",https://devopsdays.org/events/2019-indianapolis/program/louda-pena
2019,Indianapolis,Ramin Keene,Production as an Experiment Lab,https://devopsdays.org/events/2019-indianapolis/program/ramin-keene
2019,Indianapolis,Tom McLaughlin,Serverless DevOps: What do we do when the server goes away?,https://devopsdays.org/events/2019-indianapolis/program/tom-mclaughlin
2019,Indianapolis,Ian Alford,Why Are You Using That Hammer?,https://devopsdays.org/events/2019-indianapolis/program/ian-alford
2019,Florianópolis,"Alexandre Cisneiros, Diogo Beato",(Keynote) - Cloud Native Banking: como o Nubank usa imutabilidade na nuvem para atender milhões de clientes,https://devopsdays.org/events/2019-florianopolis/program/alexandre-cisneiros-diego-beato
